Calendario[Mês/Ano];Ramo_Atividade;Pais;Regiao;FATO[P.NF.OperacaoFini];Cliente;UF;Linha_Producao;Gramagem;Macro_Formato;Nome_Produto;Grupo_Produto;Tipo_Produto;Municipio;Canal;Gerente_Regional;Vendedor;Cod_Produto;Quantidade;Valor_Total;Peso_Liquido;Data_SellIn;Ano_Mes
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MENTA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;110014F08501;40;6891,99;268,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MENTA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08501;60;13141,80;403,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MENTA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08501;60;13141,80;403,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI HORTELA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08601;30;6570,90;201,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI HORTELA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08601;30;6570,90;201,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MORAN MENTO 12X40X14;PASTILHAS 12X40X14G;OUTROS;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;110014F08701;28;6254,36;188,16;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MORAN MENTO 12X40X14;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08701;20;1616,22;134,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MORAN MENTO 12X40X14;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08701;60;13141,80;403,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MORAN MENTO 12X40X14;PASTILHAS 12X40X14G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;110014F08701;60;13141,80;403,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111020T03010;300;23601,00;648,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FRUTIE FRUT VERMELHAS 12X70G;GOMA 12X70G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111070F07411;78;3097,38;65,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;FRUTIE FRUT VERMELHAS 12X70G;GOMA 12X70G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111070F07411;364;14523,60;305,76;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FRUTIE FRUT SORTIDAS 12X70G;GOMA 12X70G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111070F07511;52;1592,80;43,68;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;FRUTIE FRUT SORTIDAS 12X70G;GOMA 12X70G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111070F07511;364;14523,60;305,76;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01506;1300;39820,15;1248,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01506;1092;41661,71;1048,32;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE OVOS DINOSSAURO 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01606;1560;61947,60;1497,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE OVOS DINOSSAURO 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01606;1092;41661,71;1048,32;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE SALADA FRUTAS 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01706;2262;89824,02;2171,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE SALADA FRUTAS 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01706;80;2952,00;76,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE SALADA FRUTAS 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01706;1092;41661,71;1048,32;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.ALVORADA 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M00101;60;2394,00;57,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.FLOR 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M02801;196;6000,63;188,16;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.CORACAO 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M04501;294;11668,86;282,24;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.CORACAO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M04501;340;13566,00;326,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.MORANGO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M07301;100;3990,00;96,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.TORCAO 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M09001;1120;34289,32;1075,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.TORCAO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M09001;850;33915,00;816,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.CAMPING 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M18401;560;17144,66;537,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.CAMPING 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M18401;180;7182,00;172,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.RECH TORCAO 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M27505;224;8890,56;215,04;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES TUTTI FRUTTI 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T04510;680;27002,80;652,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES ARCO IRIS 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T09610;1088;33326,40;1044,48;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES UVA 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T11002;340;13501,40;326,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES UVA CITR 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T11203;238;9450,98;228,48;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES FRU.VERM SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T23702;170;5987,48;163,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;REGALIZ MORANGO SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T23902;52;2374,32;49,92;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;REGALIZ FLOR SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T24002;78;3561,48;74,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES MORANGO SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T25102;34;1552,44;32,64;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090I00102;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090I00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090I00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090I00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090I00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090I00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SORVETINHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090I00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;OVOS FRITOS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090O01002;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;OVOS FRITOS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090O01002;295;11714,45;283,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;PASTILHAS;MINI 90 G;SM;PASTILLITAS MINI 12 FR 12X90G;PASTILHAS 12X90G;OUTROS;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111090P06801;200;6126,18;216,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;MINI 90 G;SM;PASTILLITAS MINI 12 FR 12X90G;PASTILHAS 12X90G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090P06801;364;14523,60;393,12;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;PASTILHAS;MINI 90 G;SM;PASTILLITAS MINI 12 MOR 12X90G;PASTILHAS 12X90G;OUTROS;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111090P06901;240;9576,00;259,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100A00104;1404;55752,84;1347,84;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A00104;728;10716,91;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A00104;1820;68044,15;1747,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A00104;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100A04003;910;36136,10;873,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A04003;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A04003;728;27217,67;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BANANAS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B01002;546;21681,66;524,16;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BANANAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B01002;1820;68044,15;1747,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BANANAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B01002;2912;111097,89;2795,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BANANAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B01002;728;29047,20;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;390;15486,90;374,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;1820;68044,15;1747,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;1456;58094,40;1397,76;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;2912;111097,89;2795,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;728;29047,20;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;DENTADURAS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100D07002;7942;315376,82;7624,32;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;DENTADURAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100D07002;728;10716,91;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;DENTADURAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100D07002;1820;68044,16;1747,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;DENTADURAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100D07002;728;29047,20;698,88;2023-04-01;2023-04
