Calendario[Mês/Ano];Ramo_Atividade;Pais;Regiao;FATO[P.NF.OperacaoFini];Cliente;UF;Linha_Producao;Gramagem;Macro_Formato;Nome_Produto;Grupo_Produto;Tipo_Produto;Municipio;Canal;Gerente_Regional;Vendedor;Cod_Produto;Quantidade;Valor_Total;Peso_Liquido;Data_SellIn;Ano_Mes
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;PASTILHAS;14 G;MONOPORÇAO;PAST FINI HORTELA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;110014F08601;86;18249,20;577,92;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MORAN MENTO 12X40X14;PASTILHAS 12X40X14G;OUTROS;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;110014F08701;57;12095,40;383,04;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111020T03010;140;11673,20;302,40;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111020T03010;96;8004,48;207,36;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;35 G;MONOPORÇAO;DENTADURA 6X10X35G;GOMA 6X10X35G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111030D16202;146;12761,86;306,60;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;40 G;SM;TUBES MORANGO 6X10X40G;REGALIZ 6X10X40G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111040T19910;80;6992,80;192,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;40 G;SM;TUBES MORANGO CITR 6X10X40G;REGALIZ 6X10X40G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111040T20010;80;6992,80;192,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;40 G;SM;TUBES TWISTER 6X10X40G;REGALIZ 6X10X40G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111040T20110;20;1748,20;48,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;40 G;SM;TUBES TUTTI FRUTTI CI 6X10X40G;REGALIZ 6X10X40G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111040T20210;60;5244,60;144,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FRUTIE FRUT VERMELHAS 12X70G;GOMA 12X70G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111070F07411;156;6194,76;131,04;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FRUTIE FRUT SORTIDAS 12X70G;GOMA 12X70G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111070F07511;260;10324,60;218,40;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FRUTIE SOBREMESAS 12X70G;GOMA 12X70G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111070F07611;130;5162,30;109,20;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01506;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01506;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01506;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01506;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE MELANCIA 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01506;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE OVOS DINOSSAURO 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01606;598;17535,55;574,08;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE OVOS DINOSSAURO 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01606;1014;40265,94;973,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE OVOS DINOSSAURO 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01606;1456;58094,40;1397,76;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE SALADA FRUTAS 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01706;1664;48794,59;1597,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;SM;SM;CHICLE SALADA FRUTAS 12X80G;CHICLE 12X80G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080C01706;1690;67109,90;1622,40;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;SM;SM;CHICLE SALADA FRUTAS 12X80G;CHICLE 12X80G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080C01706;1456;58094,40;1397,76;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.ALVORADA 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M00101;126;5027,40;120,96;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.FLOR 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M02801;126;5027,40;120,96;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.CORACAO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M04501;126;5027,40;120,96;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.MORANGO 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M07301;14;555,66;13,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.MORANGO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M07301;126;5027,40;120,96;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.TORCAO 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M09001;1120;44452,80;1075,20;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.TORCAO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M09001;1260;50274,00;1209,60;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.CAMPING 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M18401;630;25137,00;604,80;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;SM;SM;MARSH.RECH TORCAO 12X80G;MARSH 12X80G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080M27505;186;7382,34;178,56;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.RECH TORCAO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M27505;252;10054,80;241,92;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.RECH AZUL/BRANCO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M27605;252;10054,80;241,92;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;SM;SM;MARSH.RECH ROSA/BRANCO 12X80G;MARSH 12X80G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080M27705;252;10054,80;241,92;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;POLVO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080P08802;751;29822,21;720,96;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;POLVO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080P08802;346;13805,40;332,16;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;SAPO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080S03102;240;9576,00;230,40;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES ARCO IRIS 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T09610;748;21934,10;718,08;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES ARCO IRIS 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T09610;1020;40698,00;979,20;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES UVA 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T11002;279;11132,10;267,84;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES TWISTER 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T11702;1020;40698,00;979,20;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES TWISTER CITR 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T11803;1020;40698,00;979,20;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;REGALIZ FLOR SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T24002;200;9178,00;192,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;REGALIZ TIJ.CITR SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T24102;300;13767,00;288,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES MORANGO SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T25102;68;3104,88;65,28;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES MORANGO SMOOFR 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111080T25102;510;23403,90;489,60;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES TROPICAL 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T27502;375;8204,22;360,00;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES TROPICAL 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111080T27502;686;27241,06;658,56;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100A00104;364;14454,44;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A00104;1456;32704,63;1397,76;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A00104;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AMORAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A00104;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100A04003;2340;92921,40;2246,40;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100A04003;1352;53687,92;1297,92;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A04003;2912;65409,27;2795,52;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A04003;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;AROS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100A04003;364;14523,60;349,44;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BANANAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B01002;2184;87141,60;2096,64;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BANANAS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B01002;1456;58094,40;1397,76;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;182;7227,22;174,72;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100B02002;728;28908,88;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;728;29047,20;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;728;29047,20;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;728;29047,20;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;728;29047,20;698,88;2023-10-01;2023-10
out 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;BEIJOS DE MORANGO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100B02002;728;29047,20;698,88;2023-10-01;2023-10
